Z_Score,Beta,ADF_Stat,Hurst,BB_Width,RSI_A,RSI_B,Volatility_A,Spread_Momentum,Spread_Dist_MA,Correlation,Volume_Factor,Is_Opening,Is_Closing,Z_Velocity,Spread_Skew,Spread_Kurt,Cycle_Mag,Sector_ID,Signal_Dir,Label
4.001763966140649,5.967000968318878,-3.0,0.0,1.0024371267602017,18.36734693877608,10.050251256281655,0.0018008179198810384,68.62381103883536,3.990274974865175,0.601314062618658,0.5026478340637243,1,0,15.879890157746967,1.6290918720039689,6.037438593679131,183.81614250278326,3,1,1
2.8571565156748013,5.924030701486561,-3.0,0.0,1.5791528420659735,37.696335078534,21.318681318681357,0.0018166357452071825,-13.283487499236571,2.5329468004248223,0.5346950022260273,1.0089354490833462,1,0,-3.0486692621198572,1.4860322288532826,3.5799466520236822,200.38253783469702,3,1,1
-2.8082495437446777,5.562156614451898,-3.0,0.0,1.2512859631153583,27.586206896552156,65.3726708074534,0.0016581493965423613,-55.109134821628686,-3.196940262147708,0.14075473421914705,2.760483452923362,0,1,-13.607193783118129,-0.6190811696049572,2.302860873928305,323.5488080010366,3,-1,1
-2.0882930270983278,5.568290334153184,-3.0,0.0535051382206916,2.266850926266743,42.9184549356224,60.4751619870411,0.002380044956404707,-6.146704850860942,-1.764596569790705,-0.6601023127513704,1.2550446471130319,0,0,-1.1443333498943342,-0.27024940448264484,0.12664134178268327,167.7163905579952,3,-1,1
-2.188807607587213,5.550183033037527,-3.0,0.04928659950167272,2.2021235533741494,41.84100418410026,59.0604026845638,0.0024159663865546094,-5.972673881385617,-1.8164585602674523,-0.7275734255755419,0.20239101557782876,0,0,-1.098783631266741,-0.411338486910371,0.21700077686791408,183.01362248632424,3,-1,1
-2.1400683892696635,5.537003020068171,-3.0,0.0511918310833691,2.4694591666274297,36.61971830985936,87.6106194690267,0.001590412418437882,-8.236054983112354,-1.6198249397866147,-0.7250705033504377,0.404699844908366,0,0,-2.100269030301889,-0.3780324515398182,-0.22272135980529795,248.86721129899254,3,-1,1
-2.0247301796914843,5.54277056112851,-3.0,0.057023883135064596,2.9418336235322475,40.789473684210705,86.70886075949385,0.0016302575806977412,1.9143073597178955,-1.3596877937020049,-0.127902938921378,9.04913553580165,0,0,0.4785768399294758,-0.30904439067070794,-0.46238424816534796,280.59347915123664,3,-1,1
-2.112137529703702,5.5310396892141895,-3.0,0.06567808686069712,2.9056351824802604,50.0,86.45161290322594,0.0015218218381433703,-3.8951757979889408,-1.3766512300226312,0.5191725660207669,0.6114021967535029,0,0,-1.025046262628672,-0.25274092043673885,-0.6308444160018385,310.5266863338817,3,-1,1
-2.0347454979022928,5.526355731094204,-3.0,0.07784076366962936,3.090400841394834,65.62500000000014,83.46456692913404,0.0013897515527950292,-1.5579067193284573,-1.294336523881795,0.6598870665121677,0.3014558267524819,0,0,-0.43796574438952657,-0.18006916831844005,-0.7604903662762932,339.3483541393387,3,-1,1
-2.252891700036087,5.698792905085161,-3.0,0.4394089304683622,1.6463402940106795,35.50724637681179,63.95348837209304,0.0018371785908490798,-4.889155033559746,-2.4297133713451733,-0.028617876642106153,0.057512094455157474,0,0,-1.1166096324606196,-0.3648641963058907,0.17713481190750713,71.24757722572767,3,-1,0
-2.0635025633013067,5.697910063217618,-3.0,0.4466111796734441,2.0671022376398898,45.378151260504616,67.18750000000033,0.001658510059815145,-4.9130145600568085,-1.9351453156504927,-0.0021007406874710677,0.09540731817497365,0,0,-1.213090014828826,-0.3695108771963718,-0.3378372716809843,85.89568246061026,3,-1,0
-2.3763683206018884,5.68614831062353,-3.0,0.4558663493260096,1.8799247013028533,40.54054054054088,71.35678391959839,0.0016003356043597775,-3.795996401905086,-2.127791763647713,0.13925084442701036,0.15252120176188286,0,0,-0.9627527106280888,-0.5057751808699447,-0.29208739649338566,100.29642143752717,3,-1,0
-2.339664633509256,5.680408843992246,-3.0,0.4841356132678609,2.1732246642187913,70.27027027027127,68.13725490196133,0.001603609480321834,-4.2283475173935585,-1.8406291460390272,0.12997788769376695,0.7554594661855285,0,0,-1.0704677259224076,-0.44354142948426006,-0.6750207767735352,132.94710653277772,3,-1,0
-2.5143909710691377,5.670212095077872,-3.0,0.5043917718798092,2.1143637448907495,70.27027027027127,75.12437810945333,0.0015336351423757156,-3.3021272570463225,-1.8918550178380074,-0.16051184432474483,0.509696529369027,0,0,-0.8641080672644509,-0.48608565223654004,-0.6048081275716699,153.60836334343034,3,-1,0
